Light,Temperature,Humidity,Result
38.00,         24.00,         94.00,         1.00
37.00,         32.00,         41.00,         3.00
30.00,         26.00,         33.00,         1.00
46.00,         38.00,         65.00,         3.00
32.00,         24.00,         63.00,         1.00
14.00,         42.00,         66.00,         2.00
47.00,         26.00,         90.00,         1.00
8.00,         31.00,         70.00,         2.00
43.00,         32.00,         49.00,         3.00
28.00,         29.00,         36.00,         2.00
48.00,         23.00,         87.00,         1.00
49.00,         23.00,         69.00,         1.00
42.00,         44.00,         67.00,         3.00
19.00,         24.00,         64.00,         1.00
45.00,         28.00,         39.00,         3.00
38.00,         39.00,         71.00,         3.00
3.00,         41.00,         25.00,         2.00
48.00,         27.00,         76.00,         1.00
25.00,         38.00,         61.00,         2.00
32.00,         25.00,         32.00,         1.00
17.00,         43.00,         31.00,         2.00
45.00,         29.00,         66.00,         2.00
6.00,         25.00,         90.00,         1.00
1.00,         33.00,         36.00,         1.00
21.00,         41.00,         80.00,         2.00
39.00,         31.00,         38.00,         3.00
7.00,         35.00,         71.00,         2.00
9.00,         29.00,         72.00,         1.00
13.00,         29.00,         95.00,         1.00
46.00,         28.00,         49.00,         3.00
4.00,         33.00,         72.00,         1.00
44.00,         37.00,         47.00,         4.00
0.00,         44.00,         73.00,         1.00
2.00,         30.00,         67.00,         1.00
6.00,         40.00,         59.00,         2.00
41.00,         42.00,         90.00,         3.00
39.00,         23.00,         83.00,         1.00
33.00,         37.00,         30.00,         3.00
47.00,         34.00,         59.00,         3.00
25.00,         28.00,         88.00,         1.00
0.00,         44.00,         89.00,         1.00
4.00,         36.00,         91.00,         1.00
42.00,         29.00,         47.00,         3.00
7.00,         29.00,         75.00,         1.00
1.00,         30.00,         24.00,         1.00
8.00,         40.00,         59.00,         2.00
32.00,         37.00,         78.00,         2.00
39.00,         29.00,         57.00,         2.00
29.00,         33.00,         82.00,         2.00
19.00,         41.00,         55.00,         2.00
26.00,         42.00,         39.00,         3.00
24.00,         28.00,         30.00,         2.00
16.00,         36.00,         52.00,         2.00
25.00,         24.00,         86.00,         1.00
15.00,         43.00,         25.00,         2.00
17.00,         28.00,         46.00,         2.00
1.00,         33.00,         79.00,         1.00
48.00,         34.00,         87.00,         2.00
0.00,         40.00,         75.00,         1.00
36.00,         36.00,         55.00,         3.00
42.00,         36.00,         39.00,         4.00
15.00,         24.00,         81.00,         1.00
35.00,         30.00,         84.00,         2.00
15.00,         28.00,         42.00,         2.00
17.00,         37.00,         35.00,         2.00
4.00,         37.00,         37.00,         2.00
45.00,         27.00,         48.00,         3.00
37.00,         33.00,         69.00,         3.00
3.00,         37.00,         34.00,         2.00
45.00,         25.00,         90.00,         1.00
44.00,         39.00,         26.00,         4.00
34.00,         23.00,         21.00,         1.00
46.00,         37.00,         80.00,         3.00
44.00,         26.00,         63.00,         1.00
20.00,         28.00,         59.00,         2.00
7.00,         38.00,         22.00,         2.00
31.00,         34.00,         34.00,         2.00
20.00,         31.00,         23.00,         2.00
35.00,         37.00,         33.00,         3.00
38.00,         36.00,         90.00,         3.00
37.00,         43.00,         88.00,         3.00
4.00,         25.00,         82.00,         1.00
10.00,         42.00,         26.00,         2.00
36.00,         34.00,         70.00,         2.00
5.00,         44.00,         50.00,         2.00
16.00,         44.00,         80.00,         2.00
48.00,         30.00,         54.00,         3.00
32.00,         42.00,         95.00,         1.00
45.00,         41.00,         96.00,         3.00
6.00,         24.00,         37.00,         1.00
47.00,         30.00,         46.00,         3.00
48.00,         31.00,         38.00,         3.00
23.00,         23.00,         72.00,         1.00
46.00,         27.00,         74.00,         1.00
3.00,         41.00,         91.00,         1.00
21.00,         27.00,         83.00,         1.00
22.00,         26.00,         62.00,         1.00
49.00,         36.00,         88.00,         3.00
38.00,         39.00,         43.00,         4.00
36.00,         39.00,         78.00,         2.00
36.00,         34.00,         32.00,         2.00
29.00,         41.00,         85.00,         2.00
28.00,         25.00,         21.00,         1.00
49.00,         41.00,         82.00,         3.00
8.00,         29.00,         22.00,         2.00
27.00,         34.00,         58.00,         2.00
30.00,         41.00,         81.00,         2.00
43.00,         29.00,         60.00,         2.00
31.00,         31.00,         97.00,         1.00
24.00,         38.00,         91.00,         1.00
30.00,         27.00,         77.00,         1.00
47.00,         29.00,         22.00,         3.00
38.00,         40.00,         78.00,         3.00
14.00,         44.00,         26.00,         2.00
12.00,         25.00,         70.00,         1.00
24.00,         37.00,         93.00,         1.00
4.00,         33.00,         96.00,         1.00
22.00,         34.00,         61.00,         2.00
35.00,         27.00,         91.00,         1.00
13.00,         43.00,         90.00,         1.00
48.00,         23.00,         58.00,         1.00
9.00,         24.00,         62.00,         1.00
8.00,         38.00,         37.00,         2.00
19.00,         29.00,         73.00,         1.00
43.00,         39.00,         43.00,         4.00
47.00,         42.00,         81.00,         3.00
6.00,         32.00,         42.00,         2.00
37.00,         38.00,         32.00,         4.00
18.00,         44.00,         79.00,         2.00
34.00,         37.00,         51.00,         3.00
32.00,         32.00,         46.00,         2.00
17.00,         43.00,         94.00,         1.00
24.00,         32.00,         20.00,         2.00
34.00,         31.00,         56.00,         2.00
46.00,         30.00,         31.00,         3.00
39.00,         31.00,         77.00,         2.00
26.00,         27.00,         21.00,         1.00
8.00,         33.00,         83.00,         2.00
16.00,         23.00,         39.00,         1.00
11.00,         40.00,         45.00,         2.00
16.00,         28.00,         23.00,         2.00
10.00,         37.00,         83.00,         2.00
17.00,         26.00,         61.00,         1.00
17.00,         39.00,         68.00,         2.00
28.00,         38.00,         63.00,         2.00
43.00,         28.00,         64.00,         2.00
14.00,         33.00,         88.00,         1.00
28.00,         33.00,         41.00,         2.00
6.00,         27.00,         68.00,         1.00
10.00,         31.00,         60.00,         2.00
